Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
FFS,22300594,"JAN 20, 2024",Foufous de Sochaux @ Wizards d'Amiens,W,8,34,0.19,240,51,96,0.531,12,31,0.387,17,23,0.739,14,35,49,38,6,10,17,19,131
FFS,22300584,"JAN 19, 2024",Foufous de Sochaux @ Frelons de Nice,L,7,34,0.171,240,47,84,0.56,15,32,0.469,11,17,0.647,7,27,34,36,9,3,13,17,120
FFS,22300571,"JAN 17, 2024",Foufous de Sochaux @ Panthères de Bordeaux,L,7,33,0.175,240,39,93,0.419,7,34,0.206,13,16,0.813,11,30,41,26,5,3,10,15,98
FFS,22300559,"JAN 15, 2024",Foufous de Sochaux @ Aigles de Strasbourg,L,7,32,0.179,240,38,95,0.4,11,42,0.262,12,17,0.706,9,35,44,27,10,8,17,18,99
FFS,22300548,"JAN 13, 2024",Foufous de Sochaux vs. Taureaux de Toulouse,L,7,31,0.184,240,39,95,0.411,18,46,0.391,20,23,0.87,12,35,47,26,7,4,8,19,116
FFS,22300541,"JAN 12, 2024",Foufous de Sochaux vs. Frelons de Nice,W,7,30,0.189,240,45,87,0.517,18,38,0.474,27,34,0.794,7,38,45,31,9,7,14,20,135
FFS,22300519,"JAN 10, 2024",Foufous de Sochaux @ Pistons de Nantes,W,6,30,0.167,240,49,94,0.521,9,27,0.333,23,27,0.852,10,36,46,36,7,4,5,15,130
FFS,22300497,"JAN 07, 2024",Foufous de Sochaux @ Cavaliers de Lille,L,5,30,0.143,240,41,86,0.477,14,37,0.378,19,22,0.864,8,32,40,22,10,6,11,18,115
FFS,22300477,"JAN 04, 2024",Foufous de Sochaux vs. Bucks de Reims,L,5,29,0.147,240,46,95,0.484,14,40,0.35,15,17,0.882,10,32,42,31,10,8,11,16,121
FFS,22300460,"JAN 02, 2024",Foufous de Sochaux @ Grizzlys de Metz,L,5,28,0.152,240,36,85,0.424,10,31,0.323,16,23,0.696,6,34,40,21,6,8,14,24,98
FFS,22300448,"DEC 31, 2023",Foufous de Sochaux vs. Panthères de Bordeaux,L,5,27,0.156,240,40,94,0.426,12,45,0.267,9,12,0.75,9,30,39,28,6,1,12,17,101
FFS,22300437,"DEC 29, 2023",Foufous de Sochaux @ Blazers du Havre,L,5,26,0.161,240,48,94,0.511,14,33,0.424,18,25,0.72,13,29,42,31,9,3,14,19,128
FFS,22300427,"DEC 28, 2023",Foufous de Sochaux @ Blazers du Havre,W,5,25,0.167,240,41,85,0.482,10,36,0.278,26,28,0.929,7,35,42,33,9,10,11,20,118
FFS,22300412,"DEC 26, 2023",Foufous de Sochaux vs. Jazz de Clermont-Ferrand,L,4,25,0.138,240,44,98,0.449,16,35,0.457,14,21,0.667,13,30,43,36,8,8,9,18,118
FFS,22300398,"DEC 23, 2023",Foufous de Sochaux @ Étoiles de Marseille,L,4,24,0.143,240,44,98,0.449,14,45,0.311,17,24,0.708,8,34,42,32,9,3,10,16,119
FFS,22300376,"DEC 21, 2023",Foufous de Sochaux @ Taureaux de Toulouse,L,4,23,0.148,240,37,81,0.457,10,30,0.333,11,16,0.688,9,32,41,24,6,7,19,11,95
FFS,22300361,"DEC 19, 2023",Foufous de Sochaux @ Bucks de Reims,L,4,22,0.154,240,46,96,0.479,9,30,0.3,18,21,0.857,8,44,52,27,4,4,16,17,119
FFS,22300345,"DEC 17, 2023",Foufous de Sochaux vs. Pélicans de Orléans,L,4,21,0.16,240,40,94,0.426,15,42,0.357,15,21,0.714,9,30,39,29,6,6,13,15,110
FFS,22300331,"DEC 15, 2023",Foufous de Sochaux vs. Lakers de Grenoble,W,4,20,0.167,240,47,95,0.495,18,42,0.429,17,19,0.895,9,36,45,35,5,5,8,19,129
FFS,22300316,"DEC 13, 2023",Foufous de Sochaux vs. Lakers de Grenoble,L,3,20,0.13,240,45,96,0.469,16,37,0.432,13,18,0.722,10,36,46,28,8,6,17,16,119
FFS,22300298,"DEC 11, 2023",Foufous de Sochaux @ Fusées de Rennes,L,3,19,0.136,240,31,87,0.356,5,41,0.122,15,22,0.682,9,42,51,20,9,5,17,14,82
FFS,22301223,"DEC 08, 2023",Foufous de Sochaux vs. Taureaux de Toulouse,L,3,18,0.143,240,39,83,0.47,17,42,0.405,17,20,0.85,10,34,44,35,4,9,12,20,112
FFS,22301210,"DEC 06, 2023",Foufous de Sochaux @ Loups de Limoges,L,3,17,0.15,240,38,101,0.376,8,36,0.222,10,15,0.667,13,36,49,23,7,4,11,17,94
FFS,22300278,"DEC 01, 2023",Foufous de Sochaux @ Pélicans de Orléans,L,3,16,0.158,240,38,83,0.458,16,39,0.41,14,17,0.824,8,31,39,28,5,5,19,21,106
FFS,22300272,"nov. 30, 2023",Foufous de Sochaux vs. Aigles de Strasbourg,L,3,15,0.167,240,48,89,0.539,18,41,0.439,21,23,0.913,11,36,47,34,4,7,21,22,135
FFS,22300252,"nov. 26, 2023",Foufous de Sochaux @ Pépites de Montpellier,L,3,14,0.176,240,42,93,0.452,14,37,0.378,22,26,0.846,10,25,35,34,10,6,15,22,120
FFS,22300051,"nov. 24, 2023",Foufous de Sochaux @ Guerriers de Paris,L,3,13,0.188,240,45,100,0.45,12,47,0.255,10,12,0.833,15,31,46,28,10,3,19,18,112
FFS,22300235,"nov. 22, 2023",Foufous de Sochaux vs. Clipper de Cannes,L,3,12,0.2,240,35,91,0.385,11,38,0.289,21,23,0.913,10,34,44,26,8,6,13,24,102
FFS,22300223,"nov. 20, 2023",Foufous de Sochaux vs. Clipper de Cannes,L,3,11,0.214,240,39,90,0.433,10,38,0.263,11,14,0.786,13,36,49,23,4,7,16,17,99
FFS,22300206,"nov. 18, 2023",Foufous de Sochaux vs. Grizzlys de Metz,L,3,10,0.231,240,36,83,0.434,15,40,0.375,21,26,0.808,12,28,40,26,5,9,15,28,108
FFS,22300032,"nov. 17, 2023",Foufous de Sochaux vs. Rois de Saint-Étienne,L,3,9,0.25,240,43,92,0.467,15,36,0.417,19,23,0.826,6,36,42,33,7,3,15,21,120
FFS,22300021,"nov. 14, 2023",Foufous de Sochaux @ Thunder de Tours,L,3,8,0.273,240,36,93,0.387,9,30,0.3,6,9,0.667,13,30,43,24,7,6,24,13,87
FFS,22300184,"nov. 12, 2023",Foufous de Sochaux vs. Chaleur de Monaco,L,3,7,0.3,240,42,91,0.462,19,44,0.432,10,12,0.833,11,39,50,35,3,6,17,21,113
FFS,22300013,"nov. 10, 2023",Foufous de Sochaux vs. Loups de Limoges,L,3,6,0.333,240,43,92,0.467,12,34,0.353,12,19,0.632,7,31,38,29,9,8,14,21,110
FFS,22300161,"nov. 08, 2023",Foufous de Sochaux @ Knicks de Nancy,L,3,5,0.375,240,44,90,0.489,9,34,0.265,8,13,0.615,11,35,46,31,2,7,13,22,105
FFS,22300146,"nov. 06, 2023",Foufous de Sochaux @ Pacers de Dijon,L,3,4,0.429,240,40,94,0.426,8,26,0.308,23,30,0.767,12,24,36,26,7,5,11,15,111
FFS,22300141,"nov. 05, 2023",Foufous de Sochaux vs. Raptors de Rouen,L,3,3,0.5,265,48,96,0.5,10,32,0.313,10,13,0.769,9,37,46,30,7,7,17,21,116
FFS,22300131,"nov. 02, 2023",Foufous de Sochaux @ Soleils d'Avignon,W,3,2,0.6,240,51,98,0.52,18,37,0.486,12,13,0.923,9,32,41,37,7,5,8,21,132
FFS,22300113,"oct. 31, 2023",Foufous de Sochaux @ Soleils d'Avignon,W,2,2,0.5,240,43,92,0.467,14,37,0.378,15,20,0.75,8,29,37,25,10,9,12,17,115
FFS,22300099,"oct. 29, 2023",Foufous de Sochaux @ Clipper de Cannes,L,1,2,0.333,240,30,80,0.375,11,33,0.333,12,16,0.75,6,31,37,21,9,6,25,23,83
FFS,22300083,"oct. 27, 2023",Foufous de Sochaux vs. Fusées de Rennes,W,1,1,0.5,265,46,94,0.489,13,42,0.31,21,28,0.75,12,31,43,32,11,4,18,17,126
FFS,22300073,"oct. 25, 2023",Foufous de Sochaux vs. Étoiles de Marseille,L,0,1,0.0,240,46,89,0.517,11,35,0.314,16,22,0.727,9,36,45,33,8,5,19,23,119
