GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
22100899,1610612759,Foufous de Sochaux,FFS,Sochaux,290:00:00,57,105,0.543,9,29,0.31,34,43,0.791,16,34,50,35,6,3,17,22,157,4
22100881,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,43,98,0.439,10,34,0.294,18,22,0.818,14,43,57,29,3,7,13,15,114,8
22100861,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,44,92,0.478,6,20,0.3,15,21,0.714,4,29,33,28,9,2,7,15,109,-11
22100848,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,47,93,0.505,14,37,0.378,16,19,0.842,7,27,34,26,9,5,5,19,124,10
22100841,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,50,90,0.556,18,32,0.563,18,21,0.857,5,36,41,37,11,4,14,21,136,15
22100825,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,38,99,0.384,8,33,0.242,8,11,0.727,15,31,46,24,8,4,13,17,92,-13
22100792,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,51,89,0.573,13,28,0.464,16,20,0.8,11,33,44,33,14,5,12,25,131,25
22100521,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,30,80,0.375,8,33,0.242,27,38,0.711,12,31,43,21,9,5,17,19,95,-17
22100771,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,46,83,0.554,16,33,0.485,12,17,0.706,5,29,34,33,7,7,14,17,120,-4
22100758,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,45,100,0.45,13,37,0.351,7,8,0.875,11,32,43,27,6,3,11,15,110,-5
22100742,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,50,95,0.526,16,37,0.432,15,18,0.833,10,34,44,35,3,1,7,18,131,9
22100728,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,43,94,0.457,9,37,0.243,15,19,0.789,13,26,39,30,9,7,13,19,110,-8
22100719,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,58,101,0.574,12,32,0.375,6,6,1.0,11,38,49,38,8,5,13,22,134,30
22100704,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,42,89,0.472,10,30,0.333,15,22,0.682,12,31,43,30,4,5,8,15,109,-6
22100691,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,37,95,0.389,8,29,0.276,20,24,0.833,16,33,49,24,3,7,6,13,102,-15
22100676,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,47,96,0.49,15,40,0.375,9,14,0.643,11,39,50,32,9,13,9,17,118,22
22100664,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,41,92,0.446,9,30,0.3,16,22,0.727,13,34,47,21,3,2,12,16,107,-14
22100648,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,34,83,0.41,11,37,0.297,22,27,0.815,15,39,54,19,6,5,14,12,101,7
22100638,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,42,92,0.457,15,34,0.441,10,13,0.769,10,37,47,22,6,5,15,24,109,-5
22100623,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,43,99,0.434,17,46,0.37,21,27,0.778,9,34,43,27,10,5,9,24,124,-4
22100610,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,39,95,0.411,8,29,0.276,10,15,0.667,13,30,43,19,7,7,10,18,96,-15
22100602,1610612759,Foufous de Sochaux,FFS,Sochaux,265:00:00,46,107,0.43,13,32,0.406,14,18,0.778,12,32,44,33,12,8,15,19,119,-2
22100582,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,38,92,0.413,9,30,0.3,15,20,0.75,11,28,39,22,6,6,12,21,100,-19
22100570,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,42,88,0.477,10,26,0.385,5,5,1.0,12,36,48,20,6,5,17,13,99,2
22100563,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,41,95,0.432,9,35,0.257,13,19,0.684,17,33,50,27,6,3,20,23,104,-25
22100540,1610612759,Foufous de Sochaux,FFS,Sochaux,265:00:00,42,102,0.412,12,40,0.3,20,28,0.714,13,35,48,30,8,3,16,27,116,-1
22100535,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,39,90,0.433,12,35,0.343,15,24,0.625,11,36,47,24,3,8,11,15,105,-13
22100504,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,45,100,0.45,10,30,0.333,4,9,0.444,9,35,44,26,8,3,10,24,104,-6
22100498,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,51,91,0.56,13,27,0.481,29,37,0.784,9,43,52,39,6,5,18,28,144,35
22100487,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,46,95,0.484,18,39,0.462,28,33,0.848,12,38,50,33,7,5,6,21,138,28
22100463,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,50,114,0.439,12,37,0.324,4,6,0.667,23,43,66,37,11,4,11,19,116,24
22100451,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,45,91,0.495,12,25,0.48,12,13,0.923,13,31,44,24,7,8,14,12,114,-7
22100437,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,50,100,0.5,15,41,0.366,13,18,0.722,11,32,43,27,8,4,7,18,128,2
22100423,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,39,90,0.433,12,37,0.324,25,25,1.0,11,27,38,27,5,3,8,14,115,-16
22100401,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,45,91,0.495,7,25,0.28,15,20,0.75,15,40,55,31,11,5,13,19,112,15
22100397,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,41,89,0.461,10,27,0.37,20,29,0.69,14,31,45,28,4,4,17,18,112,-15
22100381,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,46,88,0.523,15,35,0.429,16,22,0.727,14,40,54,32,5,7,13,21,123,12
22100364,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,41,92,0.446,12,31,0.387,15,20,0.75,13,30,43,30,5,4,10,18,109,-12
22100360,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,40,93,0.43,11,29,0.379,13,19,0.684,9,32,41,31,12,6,15,18,104,-4
22100346,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,42,88,0.477,12,35,0.343,16,19,0.842,11,34,45,24,10,4,12,17,112,5
22100332,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,44,91,0.484,14,36,0.389,12,16,0.75,6,42,48,32,10,5,12,15,114,31
22100311,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,49,92,0.533,8,18,0.444,10,16,0.625,15,36,51,28,4,6,10,15,116,17
22100287,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,38,87,0.437,6,24,0.25,14,19,0.737,8,45,53,21,7,6,10,15,96,8
22100277,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,43,100,0.43,12,33,0.364,8,10,0.8,15,29,44,27,8,4,12,16,106,-18
22100260,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,49,93,0.527,5,20,0.25,8,16,0.5,11,33,44,23,9,4,15,16,111,-4
22100227,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,35,84,0.417,6,32,0.188,14,19,0.737,11,31,42,26,7,6,12,12,90,-25
22100212,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,41,95,0.432,5,22,0.227,5,7,0.714,6,35,41,26,10,4,16,17,92,-14
22100192,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,40,90,0.444,16,36,0.444,10,15,0.667,11,32,43,28,9,2,15,17,106,-8
22100181,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,41,84,0.488,13,30,0.433,14,20,0.7,3,38,41,30,3,3,13,17,109,-14
22100166,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,49,92,0.533,18,32,0.563,20,31,0.645,12,31,43,34,11,3,8,16,136,19
22100144,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,41,100,0.41,6,30,0.2,6,9,0.667,11,35,46,29,9,10,9,16,94,-5
22100125,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,40,90,0.444,6,19,0.316,16,18,0.889,5,43,48,23,11,7,13,14,102,13
22100116,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,43,88,0.489,7,21,0.333,15,20,0.75,5,35,40,25,10,10,15,24,108,-1
22100095,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,47,89,0.528,14,28,0.5,10,14,0.714,8,28,36,34,6,4,16,9,118,-13
22100085,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,39,95,0.411,7,31,0.226,17,24,0.708,8,41,49,28,12,3,9,13,102,9
22100069,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,39,88,0.443,12,30,0.4,9,15,0.6,11,37,48,21,6,11,14,16,99,-5
22100053,1610612759,Foufous de Sochaux,FFS,Sochaux,265:00:00,48,108,0.444,13,36,0.361,12,22,0.545,16,43,59,33,10,6,15,22,121,-4
22100032,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,48,99,0.485,10,39,0.256,5,6,0.833,10,28,38,29,10,4,12,18,111,-10
22100024,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,40,84,0.476,6,24,0.25,10,14,0.714,7,32,39,24,11,2,20,17,96,-6
22100010,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,49,98,0.5,13,30,0.433,12,18,0.667,13,30,43,32,8,3,8,22,123,26
22201224,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,51,104,0.49,15,38,0.395,21,30,0.7,13,56,69,31,2,3,12,13,138,21
22201214,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,50,95,0.526,13,29,0.448,18,24,0.75,10,35,45,34,5,4,13,16,131,-20
22201199,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,47,106,0.443,10,35,0.286,25,28,0.893,18,29,47,29,9,4,14,12,129,2
22201188,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,35,90,0.389,13,40,0.325,11,14,0.786,9,29,38,25,7,5,12,16,94,-21
22201170,1610612759,Foufous de Sochaux,FFS,Sochaux,265:00:00,52,98,0.531,13,34,0.382,25,29,0.862,14,38,52,31,8,3,17,25,142,8
22201158,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,42,91,0.462,15,38,0.395,16,23,0.696,14,32,46,27,8,4,13,20,115,-15
22201143,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,45,95,0.474,10,35,0.286,17,21,0.81,9,30,39,31,10,4,15,16,117,-11
22201116,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,36,97,0.371,8,36,0.222,13,18,0.722,3,35,38,22,7,0,10,16,93,-44
22201098,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,51,101,0.505,13,38,0.342,9,15,0.6,11,30,41,35,4,4,5,21,124,-12
22201089,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,36,93,0.387,9,39,0.231,13,20,0.65,8,38,46,26,7,6,19,21,94,-36
22201080,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,30,87,0.345,13,41,0.317,11,19,0.579,10,27,37,22,8,3,14,19,84,-35
22201065,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,51,94,0.543,14,28,0.5,10,16,0.625,10,31,41,26,9,5,12,18,126,8
22201052,1610612759,Foufous de Sochaux,FFS,Sochaux,265:00:00,39,98,0.398,20,52,0.385,22,29,0.759,16,38,54,31,11,4,19,19,120,-6
22201040,1610612759,Foufous de Sochaux,FFS,Sochaux,265:00:00,49,107,0.458,15,34,0.441,15,26,0.577,16,31,47,26,7,4,10,30,128,-9
22201032,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,48,85,0.565,22,41,0.537,14,18,0.778,7,40,47,39,6,7,14,17,132,18
22201018,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,33,88,0.375,10,36,0.278,14,19,0.737,10,40,50,24,3,7,18,18,90,-12
22201002,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,51,94,0.543,13,33,0.394,13,17,0.765,13,37,50,31,10,0,18,20,128,8
22200967,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,43,93,0.462,11,34,0.324,13,21,0.619,13,22,35,23,5,4,15,20,110,-32
22200959,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,38,86,0.442,15,37,0.405,19,20,0.95,13,29,42,24,9,3,14,20,110,-12
22200944,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,45,98,0.459,10,32,0.313,10,13,0.769,13,37,50,31,5,6,15,14,110,11
22200930,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,39,91,0.429,8,26,0.308,16,25,0.64,9,36,45,23,9,5,12,22,102,8
22200909,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,38,97,0.392,9,34,0.265,17,21,0.81,9,32,41,21,5,6,9,21,102,-16
22200891,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,45,86,0.523,10,25,0.4,16,23,0.696,10,35,45,30,4,1,16,25,116,-26
22200873,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,41,107,0.383,13,38,0.342,15,20,0.75,20,38,58,24,7,6,15,24,110,-10
22200858,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,43,85,0.506,8,21,0.381,15,20,0.75,11,24,35,27,10,1,16,21,109,-8
22200850,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,40,94,0.426,11,37,0.297,15,17,0.882,14,35,49,25,9,5,19,17,106,-19
22200835,1610612759,Foufous de Sochaux,FFS,Sochaux,290:00:00,45,107,0.421,14,42,0.333,27,34,0.794,13,38,51,21,7,3,17,32,131,-7
22200826,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,35,87,0.402,9,32,0.281,19,27,0.704,7,32,39,24,11,4,12,18,98,-14
22200811,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,40,90,0.444,8,26,0.308,16,17,0.941,6,32,38,25,7,3,18,23,104,-24
22200791,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,52,89,0.584,7,21,0.333,14,15,0.933,9,26,35,32,8,0,18,25,125,-12
22200775,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,48,88,0.545,8,24,0.333,5,7,0.714,8,32,40,30,5,1,18,17,109,-10
22200760,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,42,97,0.433,7,29,0.241,15,23,0.652,14,29,43,26,6,6,10,20,106,-21
22200748,1610612759,Foufous de Sochaux,FFS,Sochaux,265:00:00,48,109,0.44,10,29,0.345,12,17,0.706,17,36,53,32,6,4,13,20,118,-10
22200735,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,37,82,0.451,8,24,0.333,18,28,0.643,11,31,42,24,2,1,12,18,100,-38
22200729,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,40,106,0.377,8,34,0.235,16,18,0.889,17,31,48,22,11,2,14,19,104,-9
22200711,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,47,90,0.522,13,27,0.481,20,26,0.769,14,26,40,30,7,4,15,18,127,-20
22200687,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,51,89,0.573,14,26,0.538,10,14,0.714,12,22,34,34,3,1,6,15,126,-5
22200666,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,37,97,0.381,7,34,0.206,25,28,0.893,13,41,54,23,12,4,15,22,106,8
22200652,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,48,93,0.516,10,26,0.385,13,20,0.65,11,29,40,27,1,3,10,21,119,-13
22200635,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,40,88,0.455,8,22,0.364,25,34,0.735,7,31,38,26,6,3,15,19,113,-31
22200623,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,50,107,0.467,11,34,0.324,18,23,0.783,17,31,48,33,7,11,12,18,129,-6
22200608,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,44,97,0.454,11,32,0.344,14,16,0.875,12,30,42,28,8,1,14,24,113,-8
22200591,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,49,100,0.49,7,25,0.28,11,14,0.786,12,39,51,25,6,3,13,20,116,-5
22200585,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,45,81,0.556,9,24,0.375,22,26,0.846,7,37,44,27,8,4,17,16,121,12
22200568,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,41,82,0.5,11,28,0.393,21,26,0.808,9,29,38,25,5,3,15,24,114,-3
22200555,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,42,97,0.433,8,31,0.258,11,18,0.611,15,28,43,26,5,4,18,13,103,-36
22200542,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,47,85,0.553,8,19,0.421,23,32,0.719,15,33,48,28,1,0,13,21,125,-1
22200527,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,45,88,0.511,11,28,0.393,21,29,0.724,14,34,48,25,5,7,11,23,122,7
22200511,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,46,99,0.465,10,29,0.345,12,14,0.857,16,25,41,20,9,4,14,21,114,-16
22200503,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,48,87,0.552,6,18,0.333,24,34,0.706,6,35,41,27,11,8,14,25,126,4
22200479,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,44,97,0.454,12,38,0.316,13,18,0.722,13,25,38,28,10,6,13,18,113,-20
22200477,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,43,90,0.478,9,28,0.321,22,27,0.815,14,30,44,23,8,2,17,24,117,-9
22200455,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,46,83,0.554,17,34,0.5,15,19,0.789,9,37,46,30,6,6,19,23,124,19
22200439,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,33,77,0.429,10,27,0.37,25,33,0.758,7,31,38,29,8,3,17,19,101,-10
22200420,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,45,97,0.464,11,29,0.379,11,19,0.579,14,26,40,23,9,3,11,16,112,-16
22200406,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,46,97,0.474,9,27,0.333,11,16,0.688,19,27,46,25,6,2,12,19,112,1
22200387,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,42,78,0.538,7,21,0.333,24,31,0.774,9,37,46,24,8,4,18,21,115,4
22200375,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,46,83,0.554,13,36,0.361,13,15,0.867,7,31,38,25,5,7,16,19,118,9
22200345,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,38,87,0.437,6,31,0.194,13,18,0.722,12,28,40,19,5,3,19,24,95,-38
22200333,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,38,98,0.388,11,39,0.282,12,16,0.75,10,39,49,26,4,4,12,23,99,-18
22200319,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,41,92,0.446,10,37,0.27,19,25,0.76,13,31,44,27,5,2,10,20,111,-8
22200288,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,53,105,0.505,18,37,0.486,14,20,0.7,17,30,47,33,8,5,10,32,138,-5
22200282,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,38,100,0.38,6,33,0.182,12,16,0.75,20,30,50,21,11,3,16,18,94,-11
22200269,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,41,85,0.482,10,34,0.294,18,28,0.643,8,29,37,31,11,1,18,23,110,-19
22200247,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,41,105,0.39,7,34,0.206,3,10,0.3,13,31,44,26,7,2,10,17,92,-31
22200239,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,36,87,0.414,7,26,0.269,18,21,0.857,15,28,43,22,4,2,15,13,97,-22
22200222,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,46,84,0.548,11,26,0.423,9,12,0.75,7,25,32,29,8,6,18,22,112,-18
22200209,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,44,85,0.518,9,29,0.31,13,17,0.765,11,27,38,34,7,5,19,25,110,-7
22200205,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,36,100,0.36,10,40,0.25,13,19,0.684,22,31,53,18,6,6,18,17,95,-37
22200180,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,43,85,0.506,12,31,0.387,13,15,0.867,9,41,50,22,3,13,19,22,111,18
22200169,1610612759,Foufous de Sochaux,FFS,Sochaux,265:00:00,47,98,0.48,12,37,0.324,16,23,0.696,13,26,39,30,8,2,12,17,122,-2
22200154,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,43,82,0.524,12,33,0.364,11,18,0.611,10,28,38,31,14,5,24,17,109,-6
22200138,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,39,80,0.488,12,30,0.4,11,19,0.579,6,22,28,28,8,3,15,13,101,-25
22200126,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,42,88,0.477,12,31,0.387,10,18,0.556,6,29,35,23,7,2,13,17,106,-7
22200114,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,37,94,0.394,14,43,0.326,12,14,0.857,13,33,46,29,3,6,23,20,100,-43
22200092,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,36,86,0.419,16,40,0.4,19,25,0.76,14,38,52,27,6,7,19,21,107,9
22200077,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,46,86,0.535,16,38,0.421,21,26,0.808,8,34,42,37,7,3,20,17,129,5
22200062,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,43,95,0.453,16,36,0.444,20,22,0.909,14,27,41,34,6,2,16,18,122,-12
22200050,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,48,105,0.457,12,37,0.324,7,13,0.538,14,36,50,37,11,0,13,21,115,9
22200028,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,43,89,0.483,16,38,0.421,12,15,0.8,12,31,43,27,5,7,14,20,114,9
22200018,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,44,81,0.543,17,31,0.548,32,44,0.727,7,30,37,34,9,4,17,22,137,3
22200011,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,40,99,0.404,7,34,0.206,15,21,0.714,14,30,44,22,8,8,15,19,102,-27
22301197,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,49,91,0.538,15,34,0.441,10,14,0.714,12,42,54,33,9,3,13,17,123,28
22301180,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,45,85,0.529,15,33,0.455,16,23,0.696,11,38,49,31,2,4,18,13,121,1
22301163,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,32,96,0.333,9,40,0.225,16,20,0.8,4,43,47,24,8,4,15,14,89,-38
22301151,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,42,87,0.483,10,40,0.25,8,8,1.0,10,41,51,30,5,11,16,12,102,15
22301140,1610612759,Foufous de Sochaux,FFS,Sochaux,290:00:00,44,98,0.449,16,44,0.364,22,26,0.846,14,45,59,31,5,11,25,17,126,-7
22301123,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,42,83,0.506,17,46,0.37,10,13,0.769,6,28,34,34,9,8,16,13,111,2
22301099,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,42,105,0.4,13,44,0.295,8,16,0.5,15,44,59,33,4,12,7,19,105,-5
22301085,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,40,89,0.449,17,43,0.395,16,18,0.889,16,29,45,31,7,5,19,12,113,-4
22301070,1610612759,Foufous de Sochaux,FFS,Sochaux,265:00:00,44,82,0.537,16,40,0.4,26,32,0.813,8,38,46,34,3,2,15,16,130,4
22301058,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,44,86,0.512,16,33,0.485,14,21,0.667,9,32,41,40,9,7,21,21,118,7
22301039,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,40,91,0.44,8,31,0.258,16,19,0.842,5,35,40,23,10,1,7,15,104,2
22301025,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,40,85,0.471,9,33,0.273,17,21,0.81,8,26,34,27,6,6,15,9,106,-25
22301015,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,37,95,0.389,7,38,0.184,16,23,0.696,15,41,56,24,12,7,16,23,97,-2
22300994,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,39,89,0.438,14,39,0.359,15,21,0.714,9,39,48,31,6,10,15,14,107,-6
22300981,1610612759,Foufous de Sochaux,FFS,Sochaux,265:00:00,46,99,0.465,9,37,0.243,21,23,0.913,13,37,50,30,6,10,17,17,122,7
22300965,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,37,81,0.457,11,29,0.379,21,27,0.778,12,32,44,23,6,4,16,13,106,-11
22300942,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,39,82,0.476,11,36,0.306,12,14,0.857,10,32,42,30,9,5,13,20,101,-2
22300936,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,39,93,0.419,14,37,0.378,10,15,0.667,13,37,50,27,6,10,15,15,102,-10
22300921,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,44,86,0.512,17,33,0.515,21,28,0.75,12,37,49,34,6,6,12,22,126,13
22300908,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,46,91,0.505,16,33,0.485,21,21,1.0,9,28,37,39,8,4,12,20,129,-2
22300891,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,38,87,0.437,12,36,0.333,13,16,0.813,12,38,50,24,1,10,18,12,101,-13
22300877,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,46,85,0.541,10,25,0.4,15,19,0.789,10,35,45,33,6,8,14,17,117,12
22300853,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,48,91,0.527,19,39,0.487,17,20,0.85,11,34,45,39,6,8,11,20,132,14
22300838,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,39,82,0.476,16,41,0.39,11,15,0.733,7,34,41,28,9,7,22,15,105,-9
22300825,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,42,91,0.462,13,31,0.419,12,19,0.632,10,36,46,34,8,11,20,17,109,-19
22300813,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,42,96,0.438,15,38,0.395,19,23,0.826,16,31,47,33,9,7,14,14,118,-5
22300803,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,50,98,0.51,11,25,0.44,11,16,0.688,11,31,42,37,9,5,8,12,122,-5
22300785,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,36,100,0.36,10,40,0.25,11,15,0.733,13,31,44,29,8,7,11,9,93,-23
22300764,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,46,87,0.529,11,30,0.367,19,23,0.826,5,41,46,37,12,13,17,14,122,23
